Country,Tax_Type,month,IDA,LCU_USD_ex_rate,Income_Group,Units (LCU),Region_Code,Units(LCU),Country_Code,revenue,grmonth,revenue_USD,revenue_prev_yr,revenue_prev_yr_USD,revenue_diff,revenue_diff_USD,year,outlier,cal_month,revenue_diff_percent_LAC
France,Tax Revenue,12,0,1.11947451,High Income,,WER,mill lcu,FRA,49230,,55111.73012,,,,,2019,0,Dec,
France,Tax Revenue,13,0,1.11947451,High Income,,WER,mill lcu,FRA,34304,0.061803606,38402.45358,32160,36002.30024,2144,2400.153349,2020,0,Jan,
France,Tax Revenue,14,0,1.11947451,High Income,,WER,mill lcu,FRA,24658,-0.015064354,27604.00246,24921,27898.42426,-263,-294.4217961,2020,0,Feb,
France,Tax Revenue,15,0,1.11947451,High Income,,WER,mill lcu,FRA,33772,-0.053786219,37806.89315,35529,39773.80986,-1757,-1966.916714,2020,0,Mar,
France,Tax Revenue,16,0,1.11947451,High Income,,WER,mill lcu,FRA,26049,-0.161918568,29161.19151,30940,34636.54133,-4891,-5475.349827,2020,0,Apr,
France,Tax Revenue,17,0,1.11947451,High Income,,WER,mill lcu,FRA,29077,-0.182983756,32550.96032,35427,39659.62346,-6350,-7108.663137,2020,0,May,
France,Tax Revenue,18,0,1.11947451,High Income,,WER,mill lcu,FRA,40420,-0.022313253,45249.15969,41154,46070.85398,-734,-821.6942902,2020,0,Jun,
France,Tax Revenue,19,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,34481,38600.60057,-34481,-38600.60057,2020,0,Jul,
France,Tax Revenue,20,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,27232,30485.52985,-27232,-30485.52985,2020,0,Aug,
France,Tax Revenue,21,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,46543,52103.70211,-46543,-52103.70211,2020,0,Sep,
France,Tax Revenue,22,0,1.11947451,High Income,,WER,mill lcu,FRA,,,,33118,37074.75682,,,2020,0,Oct,
France,VAT,1,0,1.11947451,High Income,,WER,mill lcu,FRA,17445,,19529.23282,,,,,2019,0,Jan,
France,VAT,2,0,1.11947451,High Income,,WER,mill lcu,FRA,26252,,29388.44483,,,,,2019,0,Feb,
France,VAT,3,0,1.11947451,High Income,,WER,mill lcu,FRA,34528,,38653.21587,,,,,2019,0,Mar,
France,VAT,4,0,1.11947451,High Income,,WER,mill lcu,FRA,45125,,50516.28725,,,,,2019,0,Apr,
France,VAT,5,0,1.11947451,High Income,,WER,mill lcu,FRA,55910,,62589.81984,,,,,2019,0,May,
France,VAT,6,0,1.11947451,High Income,,WER,mill lcu,FRA,64932,,72689.71887,,,,,2019,0,Jun,
France,VAT,7,0,1.11947451,High Income,,WER,mill lcu,FRA,76447,,85580.46785,,,,,2019,0,Jul,
France,VAT,8,0,1.11947451,High Income,,WER,mill lcu,FRA,86819,,97191.65747,,,,,2019,0,Aug,
France,VAT,9,0,1.11947451,High Income,,WER,mill lcu,FRA,97052,,108647.2401,,,,,2019,0,Sep,
France,VAT,10,0,1.11947451,High Income,,WER,mill lcu,FRA,106485,,119207.2432,,,,,2019,0,Oct,
France,VAT,11,0,1.11947451,High Income,,WER,mill lcu,FRA,118634,,132807.739,,,,,2019,0,Nov,
France,VAT,12,0,1.11947451,High Income,,WER,mill lcu,FRA,128977,,144386.4639,,,,,2019,0,Dec,
France,VAT,13,0,1.11947451,High Income,,WER,mill lcu,FRA,15417,-0.120280192,17258.93852,17445,19529.23282,-2028,-2270.294306,2020,0,Jan,
France,VAT,14,0,1.11947451,High Income,,WER,mill lcu,FRA,22571,-0.144137737,25267.65916,26252,29388.44483,-3681,-4120.785671,2020,0,Feb,
France,VAT,15,0,1.11947451,High Income,,WER,mill lcu,FRA,26271,-0.242608104,29409.71485,34528,38653.21587,-8257,-9243.501027,2020,0,Mar,
France,VAT,16,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,45125,50516.28725,-45125,-50516.28725,2020,0,Apr,
France,VAT,17,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,55910,62589.81984,-55910,-62589.81984,2020,0,May,
France,VAT,18,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,64932,72689.71887,-64932,-72689.71887,2020,0,Jun,
France,VAT,19,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,76447,85580.46785,-76447,-85580.46785,2020,0,Jul,
France,VAT,20,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,86819,97191.65747,-86819,-97191.65747,2020,0,Aug,
France,VAT,21,0,1.11947451,High Income,,WER,mill lcu,FRA,0,-1,0,97052,108647.2401,-97052,-108647.2401,2020,0,Sep,
France,VAT,22,0,1.11947451,High Income,,WER,mill lcu,FRA,,,,106485,119207.2432,,,2020,0,Oct,
United Kingdom,CIT,1,0,1.276413609,High Income,,WER,mill lcu,GBR,9747.630541,,12442.00827,,,,,2019,0,Jan,
United Kingdom,CIT,2,0,1.276413609,High Income,,WER,mill lcu,GBR,2016.376501,,2573.730406,,,,,2019,0,Feb,
United Kingdom,CIT,3,0,1.276413609,High Income,,WER,mill lcu,GBR,2172.895786,,2773.513752,,,,,2019,0,Mar,
United Kingdom,CIT,4,0,1.276413609,High Income,,WER,mill lcu,GBR,7283.847986,,9297.202692,,,,,2019,0,Apr,
United Kingdom,CIT,5,0,1.276413609,High Income,,WER,mill lcu,GBR,2188.29761,,2793.172849,,,,,2019,0,May,
United Kingdom,CIT,6,0,1.276413609,High Income,,WER,mill lcu,GBR,2808.248329,,3584.486383,,,,,2019,0,Jun,
United Kingdom,CIT,7,0,1.276413609,High Income,,WER,mill lcu,GBR,9139.844565,,11666.22198,,,,,2019,0,Jul,
United Kingdom,CIT,8,0,1.276413609,High Income,,WER,mill lcu,GBR,2127.800262,,2715.953211,,,,,2019,0,Aug,
United Kingdom,CIT,9,0,1.276413609,High Income,,WER,mill lcu,GBR,3957.070369,,5050.85847,,,,,2019,0,Sep,
United Kingdom,CIT,10,0,1.276413609,High Income,,WER,mill lcu,GBR,8498.917978,,10848.13457,,,,,2019,0,Oct,
United Kingdom,CIT,11,0,1.276413609,High Income,,WER,mill lcu,GBR,2141.703473,,2733.699459,,,,,2019,0,Nov,
United Kingdom,CIT,12,0,1.276413609,High Income,,WER,mill lcu,GBR,6105.012988,,7792.521658,,,,,2019,0,Dec,
United Kingdom,CIT,13,0,1.276413609,High Income,,WER,mill lcu,GBR,8575.024747,-0.127035779,10945.27828,9747.630541,12442.00827,-1172.605794,-1496.729993,2020,0,Jan,
United Kingdom,CIT,14,0,1.276413609,High Income,,WER,mill lcu,GBR,1877.893665,-0.075813774,2396.96903,2016.376501,2573.730406,-138.482836,-176.7613765,2020,0,Feb,
United Kingdom,CIT,15,0,1.276413609,High Income,,WER,mill lcu,GBR,6523.925324,1.97940955,8327.227065,2172.895786,2773.513752,4351.029538,5553.713314,2020,0,Mar,
United Kingdom,CIT,16,0,1.276413609,High Income,,WER,mill lcu,GBR,3265,-0.555181917,4167.490432,7283.847986,9297.202692,-4018.847986,-5129.71226,2020,0,Apr,
United Kingdom,CIT,17,0,1.276413609,High Income,,WER,mill lcu,GBR,836.7250483,-0.620565771,1068.007238,2188.29761,2793.172849,-1351.572561,-1725.16561,2020,0,May,
United Kingdom,CIT,18,0,1.276413609,High Income,,WER,mill lcu,GBR,4743.66,0.67624759,6054.872179,2808.248329,3584.486383,1935.411671,2470.385795,2020,0,Jun,
United Kingdom,CIT,19,0,1.276413609,High Income,,WER,mill lcu,GBR,2960.935013,-0.678522792,3779.377744,9139.844565,11666.22198,-6178.909552,-7886.844239,2020,0,Jul,
United Kingdom,CIT,20,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,2127.800262,2715.953211,-2127.800262,-2715.953211,2020,0,Aug,
United Kingdom,CIT,21,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,3957.070369,5050.85847,-3957.070369,-5050.85847,2020,0,Sep,
United Kingdom,CIT,22,0,1.276413609,High Income,,WER,mill lcu,GBR,,,,8498.917978,10848.13457,,,2020,0,Oct,
United Kingdom,Customs Duties,1,0,1.276413609,High Income,,WER,mill lcu,GBR,263.2,,335.9520618,,,,,2019,0,Jan,
United Kingdom,Customs Duties,2,0,1.276413609,High Income,,WER,mill lcu,GBR,300.3,,383.3070067,,,,,2019,0,Feb,
United Kingdom,Customs Duties,3,0,1.276413609,High Income,,WER,mill lcu,GBR,270.2457043,,344.9452946,,,,,2019,0,Mar,
United Kingdom,Customs Duties,4,0,1.276413609,High Income,,WER,mill lcu,GBR,260.6,,332.6333864,,,,,2019,0,Apr,
United Kingdom,Customs Duties,5,0,1.276413609,High Income,,WER,mill lcu,GBR,258.3,,329.6976351,,,,,2019,0,May,
United Kingdom,Customs Duties,6,0,1.276413609,High Income,,WER,mill lcu,GBR,269.9,,344.504033,,,,,2019,0,Jun,
United Kingdom,Customs Duties,7,0,1.276413609,High Income,,WER,mill lcu,GBR,265.6,,339.0154544,,,,,2019,0,Jul,
United Kingdom,Customs Duties,8,0,1.276413609,High Income,,WER,mill lcu,GBR,290.8,,371.1810774,,,,,2019,0,Aug,
United Kingdom,Customs Duties,9,0,1.276413609,High Income,,WER,mill lcu,GBR,301,,384.2004962,,,,,2019,0,Sep,
United Kingdom,Customs Duties,10,0,1.276413609,High Income,,WER,mill lcu,GBR,316.2,,403.601983,,,,,2019,0,Oct,
United Kingdom,Customs Duties,11,0,1.276413609,High Income,,WER,mill lcu,GBR,308.7,,394.028881,,,,,2019,0,Nov,
United Kingdom,Customs Duties,12,0,1.276413609,High Income,,WER,mill lcu,GBR,263,,335.6967791,,,,,2019,0,Dec,
United Kingdom,Customs Duties,13,0,1.276413609,High Income,,WER,mill lcu,GBR,237.8,-0.10342611,303.5311561,263.2,335.9520618,-25.4,-32.42090566,2020,0,Jan,
United Kingdom,Customs Duties,14,0,1.276413609,High Income,,WER,mill lcu,GBR,276,-0.087960029,352.290156,300.3,383.3070067,-24.3,-31.01685069,2020,0,Feb,
United Kingdom,Customs Duties,15,0,1.276413609,High Income,,WER,mill lcu,GBR,233.5,-0.142590665,298.0425776,270.2457043,344.9452946,-36.74570429,-46.90271701,2020,0,Mar,
United Kingdom,Customs Duties,16,0,1.276413609,High Income,,WER,mill lcu,GBR,208.2,-0.207194899,265.7493133,260.6,332.6333864,-52.4,-66.88407309,2020,0,Apr,
United Kingdom,Customs Duties,17,0,1.276413609,High Income,,WER,mill lcu,GBR,194.4,-0.253152423,248.1348055,258.3,329.6976351,-63.9,-81.56282959,2020,0,May,
United Kingdom,Customs Duties,18,0,1.276413609,High Income,,WER,mill lcu,GBR,192.9,-0.290766134,246.2201851,269.9,344.504033,-77,-98.28384786,2020,0,Jun,
United Kingdom,Customs Duties,19,0,1.276413609,High Income,,WER,mill lcu,GBR,208.7,-0.220251585,266.3875201,265.6,339.0154544,-56.9,-72.62793433,2020,0,Jul,
United Kingdom,Customs Duties,20,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,290.8,371.1810774,-290.8,-371.1810774,2020,0,Aug,
United Kingdom,Customs Duties,21,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,301,384.2004962,-301,-384.2004962,2020,0,Sep,
United Kingdom,Customs Duties,22,0,1.276413609,High Income,,WER,mill lcu,GBR,,,,316.2,403.601983,,,2020,0,Oct,
United Kingdom,Excises,1,0,1.276413609,High Income,,WER,mill lcu,GBR,5052.551012,,6449.14487,,,,,2019,0,Jan,
United Kingdom,Excises,2,0,1.276413609,High Income,,WER,mill lcu,GBR,5918.401492,,7554.328205,,,,,2019,0,Feb,
United Kingdom,Excises,3,0,1.276413609,High Income,,WER,mill lcu,GBR,4278.461977,,5461.087091,,,,,2019,0,Mar,
United Kingdom,Excises,4,0,1.276413609,High Income,,WER,mill lcu,GBR,5432.545196,,6934.174617,,,,,2019,0,Apr,
United Kingdom,Excises,5,0,1.276413609,High Income,,WER,mill lcu,GBR,6005.543022,,7665.55684,,,,,2019,0,May,
United Kingdom,Excises,6,0,1.276413609,High Income,,WER,mill lcu,GBR,4745.745099,,6057.533627,,,,,2019,0,Jun,
United Kingdom,Excises,7,0,1.276413609,High Income,,WER,mill lcu,GBR,5667.08977,,7233.550504,,,,,2019,0,Jul,
United Kingdom,Excises,8,0,1.276413609,High Income,,WER,mill lcu,GBR,6326.850149,,8075.677629,,,,,2019,0,Aug,
United Kingdom,Excises,9,0,1.276413609,High Income,,WER,mill lcu,GBR,4890.94841,,6242.87311,,,,,2019,0,Sep,
United Kingdom,Excises,10,0,1.276413609,High Income,,WER,mill lcu,GBR,5518.482838,,7043.866593,,,,,2019,0,Oct,
United Kingdom,Excises,11,0,1.276413609,High Income,,WER,mill lcu,GBR,6302.203798,,8044.218692,,,,,2019,0,Nov,
United Kingdom,Excises,12,0,1.276413609,High Income,,WER,mill lcu,GBR,4998.950026,,6380.727842,,,,,2019,0,Dec,
United Kingdom,Excises,13,0,1.276413609,High Income,,WER,mill lcu,GBR,5589.552783,0.097808216,7134.581238,5052.551012,6449.14487,537.0017707,685.436368,2020,0,Jan,
United Kingdom,Excises,14,0,1.276413609,High Income,,WER,mill lcu,GBR,5511.548764,-0.075877907,7035.015847,5918.401492,7554.328205,-406.8527273,-519.3123578,2020,0,Feb,
United Kingdom,Excises,15,0,1.276413609,High Income,,WER,mill lcu,GBR,3839.533755,-0.109465118,4900.833135,4278.461977,5461.087091,-438.9282221,-560.2539559,2020,0,Mar,
United Kingdom,Excises,16,0,1.276413609,High Income,,WER,mill lcu,GBR,4346.588344,-0.206027821,5548.044513,5432.545196,6934.174617,-1085.956852,-1386.130104,2020,0,Apr,
United Kingdom,Excises,17,0,1.276413609,High Income,,WER,mill lcu,GBR,3841.19353,-0.365291918,4902.951695,6005.543022,7665.55684,-2164.349491,-2762.605144,2020,0,May,
United Kingdom,Excises,18,0,1.276413609,High Income,,WER,mill lcu,GBR,3898.573456,-0.184805135,4976.192213,4745.745099,6057.533627,-847.1716433,-1081.341414,2020,0,Jun,
United Kingdom,Excises,19,0,1.276413609,High Income,,WER,mill lcu,GBR,4914.206342,-0.139494961,6272.559851,5667.08977,7233.550504,-752.8834278,-960.9906529,2020,0,Jul,
United Kingdom,Excises,20,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,6326.850149,8075.677629,-6326.850149,-8075.677629,2020,0,Aug,
United Kingdom,Excises,21,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,4890.94841,6242.87311,-4890.94841,-6242.87311,2020,0,Sep,
United Kingdom,Excises,22,0,1.276413609,High Income,,WER,mill lcu,GBR,,,,5518.482838,7043.866593,,,2020,0,Oct,
United Kingdom,Income Taxes,1,0,1.276413609,High Income,,WER,mill lcu,GBR,44892.13959,,57300.93789,,,,,2019,0,Jan,
United Kingdom,Income Taxes,2,0,1.276413609,High Income,,WER,mill lcu,GBR,21405.36107,,27322.09416,,,,,2019,0,Feb,
United Kingdom,Income Taxes,3,0,1.276413609,High Income,,WER,mill lcu,GBR,17503.83607,,22342.13456,,,,,2019,0,Mar,
United Kingdom,Income Taxes,4,0,1.276413609,High Income,,WER,mill lcu,GBR,25634.9997,,32720.86247,,,,,2019,0,Apr,
United Kingdom,Income Taxes,5,0,1.276413609,High Income,,WER,mill lcu,GBR,15547.3387,,19844.8347,,,,,2019,0,May,
United Kingdom,Income Taxes,6,0,1.276413609,High Income,,WER,mill lcu,GBR,15849.3431,,20230.31722,,,,,2019,0,Jun,
United Kingdom,Income Taxes,7,0,1.276413609,High Income,,WER,mill lcu,GBR,31983.55014,,40824.23865,,,,,2019,0,Jul,
United Kingdom,Income Taxes,8,0,1.276413609,High Income,,WER,mill lcu,GBR,16419.72767,,20958.36385,,,,,2019,0,Aug,
United Kingdom,Income Taxes,9,0,1.276413609,High Income,,WER,mill lcu,GBR,16473.68014,,21027.22951,,,,,2019,0,Sep,
United Kingdom,Income Taxes,10,0,1.276413609,High Income,,WER,mill lcu,GBR,21446.08066,,27374.0692,,,,,2019,0,Oct,
United Kingdom,Income Taxes,11,0,1.276413609,High Income,,WER,mill lcu,GBR,14514.2415,,18526.17537,,,,,2019,0,Nov,
United Kingdom,Income Taxes,12,0,1.276413609,High Income,,WER,mill lcu,GBR,19813.04774,,25289.64377,,,,,2019,0,Dec,
United Kingdom,Income Taxes,13,0,1.276413609,High Income,,WER,mill lcu,GBR,45082.09999,-0.00346179,57543.40593,44892.13959,57300.93789,189.9603963,242.468035,2020,0,Jan,
United Kingdom,Income Taxes,14,0,1.276413609,High Income,,WER,mill lcu,GBR,21412.66835,-0.007322097,27331.42128,21405.36107,27322.09416,7.307287875,9.327121686,2020,0,Feb,
United Kingdom,Income Taxes,15,0,1.276413609,High Income,,WER,mill lcu,GBR,21299.51699,0.207526415,27186.99335,17503.83607,22342.13456,3795.680929,4844.858792,2020,0,Mar,
United Kingdom,Income Taxes,16,0,1.276413609,High Income,,WER,mill lcu,GBR,17851.9845,-0.308943898,22786.51595,25634.9997,32720.86247,-7783.015206,-9934.346525,2020,0,Apr,
United Kingdom,Income Taxes,17,0,1.276413609,High Income,,WER,mill lcu,GBR,12143.75305,-0.224901335,15500.45165,15547.3387,19844.8347,-3403.585656,-4344.383049,2020,0,May,
United Kingdom,Income Taxes,18,0,1.276413609,High Income,,WER,mill lcu,GBR,17600.85922,0.102002866,22465.97623,15849.3431,20230.31722,1751.516113,2235.659003,2020,0,Jun,
United Kingdom,Income Taxes,19,0,1.276413609,High Income,,WER,mill lcu,GBR,21465.68581,-0.333993877,27399.09348,31983.55014,40824.23865,-10517.86433,-13425.14516,2020,0,Jul,
United Kingdom,Income Taxes,20,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,16419.72767,20958.36385,-16419.72767,-20958.36385,2020,0,Aug,
United Kingdom,Income Taxes,21,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,16473.68014,21027.22951,-16473.68014,-21027.22951,2020,0,Sep,
United Kingdom,Income Taxes,22,0,1.276413609,High Income,,WER,mill lcu,GBR,,,,21446.08066,27374.0692,,,2020,0,Oct,
United Kingdom,Other Taxes,1,0,1.276413609,High Income,,WER,mill lcu,GBR,2953.204966,,3769.511007,,,,,2019,0,Jan,
United Kingdom,Other Taxes,2,0,1.276413609,High Income,,WER,mill lcu,GBR,1775.342879,,2266.071811,,,,,2019,0,Feb,
United Kingdom,Other Taxes,3,0,1.276413609,High Income,,WER,mill lcu,GBR,2049.016666,,2615.392756,,,,,2019,0,Mar,
United Kingdom,Other Taxes,4,0,1.276413609,High Income,,WER,mill lcu,GBR,3055.466963,,3900.039613,,,,,2019,0,Apr,
United Kingdom,Other Taxes,5,0,1.276413609,High Income,,WER,mill lcu,GBR,1844.134905,,2353.878888,,,,,2019,0,May,
United Kingdom,Other Taxes,6,0,1.276413609,High Income,,WER,mill lcu,GBR,1706.956891,,2178.783004,,,,,2019,0,Jun,
United Kingdom,Other Taxes,7,0,1.276413609,High Income,,WER,mill lcu,GBR,3379.448773,,4313.574404,,,,,2019,0,Jul,
United Kingdom,Other Taxes,8,0,1.276413609,High Income,,WER,mill lcu,GBR,2070.068349,,2642.263411,,,,,2019,0,Aug,
United Kingdom,Other Taxes,9,0,1.276413609,High Income,,WER,mill lcu,GBR,1938.623226,,2474.485068,,,,,2019,0,Sep,
United Kingdom,Other Taxes,10,0,1.276413609,High Income,,WER,mill lcu,GBR,3191.98953,,4074.298874,,,,,2019,0,Oct,
United Kingdom,Other Taxes,11,0,1.276413609,High Income,,WER,mill lcu,GBR,2001.653054,,2554.937198,,,,,2019,0,Nov,
United Kingdom,Other Taxes,12,0,1.276413609,High Income,,WER,mill lcu,GBR,2337.743036,,2983.927024,,,,,2019,0,Dec,
United Kingdom,Other Taxes,13,0,1.276413609,High Income,,WER,mill lcu,GBR,2869.926723,-0.035644104,3663.213524,2953.204966,3769.511007,-83.27824297,-106.2974826,2020,0,Jan,
United Kingdom,Other Taxes,14,0,1.276413609,High Income,,WER,mill lcu,GBR,1856.735538,0.037834084,2369.962509,1775.342879,2266.071811,81.39265954,103.8906983,2020,0,Feb,
United Kingdom,Other Taxes,15,0,1.276413609,High Income,,WER,mill lcu,GBR,2443.930826,0.183596141,3119.466564,2049.016666,2615.392756,394.9141598,504.0738079,2020,0,Mar,
United Kingdom,Other Taxes,16,0,1.276413609,High Income,,WER,mill lcu,GBR,2517.175356,-0.18248449,3212.95688,3055.466963,3900.039613,-538.2916072,-687.0827328,2020,0,Apr,
United Kingdom,Other Taxes,17,0,1.276413609,High Income,,WER,mill lcu,GBR,1225.417093,-0.340596318,1564.139054,1844.134905,2353.878888,-618.7178115,-789.7398345,2020,0,May,
United Kingdom,Other Taxes,18,0,1.276413609,High Income,,WER,mill lcu,GBR,1841.774553,0.07071537,2350.866103,1706.956891,2178.783004,134.8176623,172.0830988,2020,0,Jun,
United Kingdom,Other Taxes,19,0,1.276413609,High Income,,WER,mill lcu,GBR,2331.694329,-0.315322792,2976.206372,3379.448773,4313.574404,-1047.754444,-1337.368031,2020,0,Jul,
United Kingdom,Other Taxes,20,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,2070.068349,2642.263411,-2070.068349,-2642.263411,2020,0,Aug,
United Kingdom,Other Taxes,21,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,1938.623226,2474.485068,-1938.623226,-2474.485068,2020,0,Sep,
United Kingdom,Other Taxes,22,0,1.276413609,High Income,,WER,mill lcu,GBR,,,,3191.98953,4074.298874,,,2020,0,Oct,
United Kingdom,PIT,1,0,1.276413609,High Income,,WER,mill lcu,GBR,35144.50905,,44858.92962,,,,,2019,0,Jan,
United Kingdom,PIT,2,0,1.276413609,High Income,,WER,mill lcu,GBR,19388.98456,,24748.36375,,,,,2019,0,Feb,
United Kingdom,PIT,3,0,1.276413609,High Income,,WER,mill lcu,GBR,15330.94028,,19568.6208,,,,,2019,0,Mar,
United Kingdom,PIT,4,0,1.276413609,High Income,,WER,mill lcu,GBR,18351.15172,,23423.65978,,,,,2019,0,Apr,
United Kingdom,PIT,5,0,1.276413609,High Income,,WER,mill lcu,GBR,13359.04109,,17051.66185,,,,,2019,0,May,
United Kingdom,PIT,6,0,1.276413609,High Income,,WER,mill lcu,GBR,13041.09477,,16645.83084,,,,,2019,0,Jun,
United Kingdom,PIT,7,0,1.276413609,High Income,,WER,mill lcu,GBR,22843.70557,,29158.01666,,,,,2019,0,Jul,
United Kingdom,PIT,8,0,1.276413609,High Income,,WER,mill lcu,GBR,14291.92741,,18242.41064,,,,,2019,0,Aug,
United Kingdom,PIT,9,0,1.276413609,High Income,,WER,mill lcu,GBR,12516.60977,,15976.37104,,,,,2019,0,Sep,
United Kingdom,PIT,10,0,1.276413609,High Income,,WER,mill lcu,GBR,12947.16268,,16525.93464,,,,,2019,0,Oct,
United Kingdom,PIT,11,0,1.276413609,High Income,,WER,mill lcu,GBR,12372.53803,,15792.47591,,,,,2019,0,Nov,
United Kingdom,PIT,12,0,1.276413609,High Income,,WER,mill lcu,GBR,13708.03476,,17497.12211,,,,,2019,0,Dec,
United Kingdom,PIT,13,0,1.276413609,High Income,,WER,mill lcu,GBR,36507.07524,0.030812514,46598.12765,35144.50905,44858.92962,1362.56619,1739.198028,2020,0,Jan,
United Kingdom,PIT,14,0,1.276413609,High Income,,WER,mill lcu,GBR,19534.77469,-0.000199238,24934.45225,19388.98456,24748.36375,145.7901239,186.0884982,2020,0,Feb,
United Kingdom,PIT,15,0,1.276413609,High Income,,WER,mill lcu,GBR,14775.59167,-0.043607392,18859.76628,15330.94028,19568.6208,-555.348609,-708.854522,2020,0,Mar,
United Kingdom,PIT,16,0,1.276413609,High Income,,WER,mill lcu,GBR,14586.9845,-0.211208326,18619.02552,18351.15172,23423.65978,-3764.16722,-4804.634264,2020,0,Apr,
United Kingdom,PIT,17,0,1.276413609,High Income,,WER,mill lcu,GBR,11307.028,-0.160088933,14432.44441,13359.04109,17051.66185,-2052.013094,-2619.217439,2020,0,May,
United Kingdom,PIT,18,0,1.276413609,High Income,,WER,mill lcu,GBR,12857.19922,-0.021654067,16411.10405,13041.09477,16645.83084,-183.8955578,-234.7267925,2020,0,Jun,
United Kingdom,PIT,19,0,1.276413609,High Income,,WER,mill lcu,GBR,18504.75079,-0.196146682,23619.71574,22843.70557,29158.01666,-4338.954778,-5538.300926,2020,0,Jul,
United Kingdom,PIT,20,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,14291.92741,18242.41064,-14291.92741,-18242.41064,2020,0,Aug,
United Kingdom,PIT,21,0,1.276413609,High Income,,WER,mill lcu,GBR,0,-1,0,12516.60977,15976.37104,-12516.60977,-15976.37104,2020,0,Sep,
United Kingdom,PIT,22,0,1.276413609,High Income,,WER,mill lcu,GBR,,,,12947.16268,16525.93464,,,2020,0,Oct,
United Kingdom,Tax Revenue,1,0,1.276413609,High Income,,WER,mill lcu,GBR,66862.26515,,85343.90514,,,,,2019,0,Jan,
United Kingdom,Tax Revenue,2,0,1.276413609,High Income,,WER,mill lcu,GBR,42772.83282,,54595.82589,,,,,2019,0,Feb,
United Kingdom,Tax Revenue,3,0,1.276413609,High Income,,WER,mill lcu,GBR,32036.01782,,40891.20912,,,,,2019,0,Mar,
United Kingdom,Tax Revenue,4,0,1.276413609,High Income,,WER,mill lcu,GBR,47424.9268,,60533.82195,,,,,2019,0,Apr,
United Kingdom,Tax Revenue,5,0,1.276413609,High Income,,WER,mill lcu,GBR,34649.80045,,44227.47682,,,,,2019,0,May,
United Kingdom,Tax Revenue,6,0,1.276413609,High Income,,WER,mill lcu,GBR,30690.11046,,39173.27464,,,,,2019,0,Jun,
United Kingdom,Tax Revenue,7,0,1.276413609,High Income,,WER,mill lcu,GBR,54935.44708,,70120.35224,,,,,2019,0,Jul,
United Kingdom,Tax Revenue,8,0,1.276413609,High Income,,WER,mill lcu,GBR,37553.29727,,47933.53969,,,,,2019,0,Aug,
United Kingdom,Tax Revenue,9,0,1.276413609,High Income,,WER,mill lcu,GBR,31858.26013,,40664.31677,,,,,2019,0,Sep,
United Kingdom,Tax Revenue,10,0,1.276413609,High Income,,WER,mill lcu,GBR,44041.94271,,56215.73502,,,,,2019,0,Oct,
United Kingdom,Tax Revenue,11,0,1.276413609,High Income,,WER,mill lcu,GBR,36158.07891,,46152.66398,,,,,2019,0,Nov,
United Kingdom,Tax Revenue,12,0,1.276413609,High Income,,WER,mill lcu,GBR,35035.1711,,44719.36917,,,,,2019,0,Dec,
United Kingdom,Tax Revenue,13,0,1.276413609,High Income,,WER,mill lcu,GBR,68255.21503,0.013012666,87121.88532,66862.26515,85343.90514,1392.949874,1777.980176,2020,0,Jan,
United Kingdom,Tax Revenue,14,0,1.276413609,High Income,,WER,mill lcu,GBR,41642.9051,-0.03387543,53153.57077,42772.83282,54595.82589,-1129.927722,-1442.255122,2020,0,Feb,
United Kingdom,Tax Revenue,15,0,1.276413609,High Income,,WER,mill lcu,GBR,30178.97571,-0.065184099,38520.85529,32036.01782,40891.20912,-1857.042117,-2370.35383,2020,0,Mar,
United Kingdom,Tax Revenue,16,0,1.276413609,High Income,,WER,mill lcu,GBR,25821.09601,-0.459708512,32958.39833,47424.9268,60533.82195,-21603.83079,-27575.42362,2020,0,Apr,
United Kingdom,Tax Revenue,17,0,1.276413609,High Income,,WER,mill lcu,GBR,18039.84722,-0.48335499,23026.30648,34649.80045,44227.47682,-16609.95323,-21201.17034,2020,0,May,
United Kingdom,Tax Revenue,18,0,1.276413609,High Income,,WER,mill lcu,GBR,24612.48127,-0.204175932,31415.70604,30690.11046,39173.27464,-6077.629185,-7757.5686,2020,0,Jun,
