Sno,Country_Code,GDP_Constant_USD_value_crisis,GDP_Constant_USD_value_pre_crisis,GDP_Constant_USD_crisis_year,GDP_Constant_USD_turn_around_year,GDP_Constant_USD_recovery_year_1_2,GDP_Constant_USD_recovery_year_3_4,GDP_Constant_USD_recovery_year,GDP_Constant_USD_recovery_year_1_2_str,GDP_Constant_USD_recovery_year_3_4_str,GDP_Constant_USD_recovery_year_str,GDP_Constant_USD_crisis_shock,GDP_Constant_USD_recovery_time_1_2,GDP_Constant_USD_recovery_time_3_4,GDP_Constant_USD_recovery_time,GDP_growth_rate_value_crisis,GDP_growth_rate_value_pre_crisis,GDP_growth_rate_crisis_year,GDP_growth_rate_turn_around_year,GDP_growth_rate_recovery_year_1_2,GDP_growth_rate_recovery_year_3_4,GDP_growth_rate_recovery_year,GDP_growth_rate_recovery_year_1_2_str,GDP_growth_rate_recovery_year_3_4_str,GDP_growth_rate_recovery_year_str,GDP_growth_rate_crisis_shock,GDP_growth_rate_recovery_time_1_2,GDP_growth_rate_recovery_time_3_4,GDP_growth_rate_recovery_time,revenue_deficit_value_crisis,revenue_deficit_value_pre_crisis,revenue_deficit_crisis_year,revenue_deficit_turn_around_year,revenue_deficit_recovery_year_1_2,revenue_deficit_recovery_year_3_4,revenue_deficit_recovery_year,revenue_deficit_recovery_year_1_2_str,revenue_deficit_recovery_year_3_4_str,revenue_deficit_recovery_year_str,revenue_deficit_crisis_shock,revenue_deficit_recovery_time_1_2,revenue_deficit_recovery_time_3_4,revenue_deficit_recovery_time,govt_expenditure_value_crisis,govt_expenditure_value_pre_crisis,govt_expenditure_crisis_year,govt_expenditure_turn_around_year,govt_expenditure_recovery_year_1_2,govt_expenditure_recovery_year_3_4,govt_expenditure_recovery_year,govt_expenditure_recovery_year_1_2_str,govt_expenditure_recovery_year_3_4_str,govt_expenditure_recovery_year_str,govt_expenditure_crisis_shock,govt_expenditure_recovery_time_1_2,govt_expenditure_recovery_time_3_4,govt_expenditure_recovery_time,Total_Revenue_excl_SC_value_crisis,Total_Revenue_excl_SC_value_pre_crisis,Total_Revenue_excl_SC_crisis_year,Total_Revenue_excl_SC_turn_around_year,Total_Revenue_excl_SC_recovery_year_1_2,Total_Revenue_excl_SC_recovery_year_3_4,Total_Revenue_excl_SC_recovery_year,Total_Revenue_excl_SC_recovery_year_1_2_str,Total_Revenue_excl_SC_recovery_year_3_4_str,Total_Revenue_excl_SC_recovery_year_str,Total_Revenue_excl_SC_crisis_shock,Total_Revenue_excl_SC_recovery_time_1_2,Total_Revenue_excl_SC_recovery_time_3_4,Total_Revenue_excl_SC_recovery_time,Tax_Revenue_value_crisis,Tax_Revenue_value_pre_crisis,Tax_Revenue_crisis_year,Tax_Revenue_turn_around_year,Tax_Revenue_recovery_year_1_2,Tax_Revenue_recovery_year_3_4,Tax_Revenue_recovery_year,Tax_Revenue_recovery_year_1_2_str,Tax_Revenue_recovery_year_3_4_str,Tax_Revenue_recovery_year_str,Tax_Revenue_crisis_shock,Tax_Revenue_recovery_time_1_2,Tax_Revenue_recovery_time_3_4,Tax_Revenue_recovery_time,Income_Taxes_value_crisis,Income_Taxes_value_pre_crisis,Income_Taxes_crisis_year,Income_Taxes_turn_around_year,Income_Taxes_recovery_year_1_2,Income_Taxes_recovery_year_3_4,Income_Taxes_recovery_year,Income_Taxes_recovery_year_1_2_str,Income_Taxes_recovery_year_3_4_str,Income_Taxes_recovery_year_str,Income_Taxes_crisis_shock,Income_Taxes_recovery_time_1_2,Income_Taxes_recovery_time_3_4,Income_Taxes_recovery_time,Value_Added_Tax_value_crisis,Value_Added_Tax_value_pre_crisis,Value_Added_Tax_crisis_year,Value_Added_Tax_turn_around_year,Value_Added_Tax_recovery_year_1_2,Value_Added_Tax_recovery_year_3_4,Value_Added_Tax_recovery_year,Value_Added_Tax_recovery_year_1_2_str,Value_Added_Tax_recovery_year_3_4_str,Value_Added_Tax_recovery_year_str,Value_Added_Tax_crisis_shock,Value_Added_Tax_recovery_time_1_2,Value_Added_Tax_recovery_time_3_4,Value_Added_Tax_recovery_time,Excise_Taxes_value_crisis,Excise_Taxes_value_pre_crisis,Excise_Taxes_crisis_year,Excise_Taxes_turn_around_year,Excise_Taxes_recovery_year_1_2,Excise_Taxes_recovery_year_3_4,Excise_Taxes_recovery_year,Excise_Taxes_recovery_year_1_2_str,Excise_Taxes_recovery_year_3_4_str,Excise_Taxes_recovery_year_str,Excise_Taxes_crisis_shock,Excise_Taxes_recovery_time_1_2,Excise_Taxes_recovery_time_3_4,Excise_Taxes_recovery_time,Trade_Taxes_value_crisis,Trade_Taxes_value_pre_crisis,Trade_Taxes_crisis_year,Trade_Taxes_turn_around_year,Trade_Taxes_recovery_year_1_2,Trade_Taxes_recovery_year_3_4,Trade_Taxes_recovery_year,Trade_Taxes_recovery_year_1_2_str,Trade_Taxes_recovery_year_3_4_str,Trade_Taxes_recovery_year_str,Trade_Taxes_crisis_shock,Trade_Taxes_recovery_time_1_2,Trade_Taxes_recovery_time_3_4,Trade_Taxes_recovery_time,Total_Non_Tax_Revenue_value_crisis,Total_Non_Tax_Revenue_value_pre_crisis,Total_Non_Tax_Revenue_crisis_year,Total_Non_Tax_Revenue_turn_around_year,Total_Non_Tax_Revenue_recovery_year_1_2,Total_Non_Tax_Revenue_recovery_year_3_4,Total_Non_Tax_Revenue_recovery_year,Total_Non_Tax_Revenue_recovery_year_1_2_str,Total_Non_Tax_Revenue_recovery_year_3_4_str,Total_Non_Tax_Revenue_recovery_year_str,Total_Non_Tax_Revenue_crisis_shock,Total_Non_Tax_Revenue_recovery_time_1_2,Total_Non_Tax_Revenue_recovery_time_3_4,Total_Non_Tax_Revenue_recovery_time,country_number,Resource_Rich,Oil_Gas_Rich,Region_Code,Reg,IDA,Country,Income_Group,year,ln_GDP_Constant_USD,ln_GDP_PC,Total_Revenue_excl_SC,Tax_Revenue,Income_Taxes,Value_Added_Tax,Excise_Taxes,Trade_Taxes,Total_Non_Tax_Revenue
172,STP,,180719189.1304344,2008,,,,,Trend,Trend,Trend,,,,,2.4262843,8.1861753,2008,2009.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-5.7598910000000005,2.0,2.0,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,14.402298249929581,37.95781943550089,2007,2016.0,2010.0,,2017.0,2010,Did not Recover,Did not Recover,-23.55552118557131,3.0,,10.0,12.09538145060458,15.95009784112483,2007,2016.0,2008.0,2008.0,2010.0,2008,2008,2010,-3.8547163905202506,1.0,1.0,3.0,3.958609093477437,4.108741185753897,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.15013209227645996,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,4.728542168782191,7.766555764832106,2008,2016.0,2009.0,2010.0,2010.0,2009,2010,2010,-3.0380135960499173,1.0,2.0,2.0,1.391216234455235,22.04646017147358,2007,2012.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,-20.655243937018344,,,10.0,82.0,NO,NO,SSA,Sub-Saharan Africa,YES,Sao Tome and Principe,Lower-Middle Income,2008,19.012455,6.987227000000001,16.32278432679734,14.87537035905818,3.958609093477437,,,7.766555764832108,1.4476970578090769
173,SUR,,4032262091.220084,2008,,,,,Trend,Trend,Trend,,,,,-5.561192,4.149343,2008,2016.0,2009.0,2010.0,2010.0,2009,2010,2010,-9.710535,1.0,2.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,17.59127789046653,30.452815013404823,2008,2016.0,2009.0,2011.0,2017.0,2009,2011,Did not Recover,-12.861537122938294,1.0,3.0,9.0,12.865111561866133,19.60749286688996,2007,2016.0,2008.0,2008.0,2013.0,2008,2008,2013,-6.7423813050238275,1.0,1.0,6.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,3.730686739533925,3.954447339039821,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.223760599505896,1.0,1.0,2.0,91.0,YES,NO,LAC,Latin America & the Caribbean,NO,Suriname,Upper-Middle Income,2008,22.117594,8.965383500000002,30.452815013404823,18.04609197772737,,,,,3.730686739533925
174,SVK,85205207756.77751,90090397691.86586,2008,2009.0,2009.0,2009.0,2011.0,2009,2009,2011,-4885189935.088347,1.0,1.0,3.0,-5.4225420999999985,10.799578,2007,2009.0,2008.0,,2017.0,2008,Did not Recover,Did not Recover,-16.222120099999998,1.0,,10.0,-17.715672,-11.77786,2007,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,-5.937812000000001,,,10.0,38.537381738255256,41.6238520511863,2009,2012.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-3.0864703129310413,1.0,1.0,8.0,22.59441525962976,22.90134170710819,2007,2010.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.3069264474784319,1.0,1.0,2.0,,17.40751912632133,2008,,,,,Trend,Trend,Trend,,,,,5.328924042203708,6.407481165683582,2008,2010.0,2009.0,2009.0,2014.0,2009,2009,2014,-1.0785571234798743,1.0,1.0,6.0,5.952658725792253,6.748652397360276,2008,2012.0,2009.0,2009.0,2015.0,2009,2009,2015,-0.7959936715680227,1.0,1.0,7.0,2.6415756584710617,3.4434738478129865,2007,2008.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-0.8018981893419248,1.0,1.0,10.0,-3.94280306974e-06,0.001159323754242,2007,2014.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,-0.00116326655731174,,,10.0,6.676844192550724,7.512222170157597,2009,2010.0,2010.0,2010.0,2011.0,2010,2010,2011,-0.8353779776068729,1.0,1.0,2.0,85.0,NO,NO,ECA,Eastern Europe & Central Asia,NO,Slovak Republic,High,2007,25.16931,9.6721106,22.90134170710819,17.71946744060646,6.096755162241888,6.579086180099599,3.4434738478129865,0.0011593237542419999,5.264895169220032
175,SVN,46502839741.48428,51437289127.817184,2008,2013.0,2009.0,2009.0,2017.0,2009,2009,2017,-4934449386.332901,1.0,1.0,9.0,-7.797277,6.9416466,2007,2009.0,2017.0,,2017.0,2017,Did not Recover,Did not Recover,-14.7389236,10.0,,10.0,-22.383724,-7.261735000000002,2007,2013.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,-15.121989000000001,,,10.0,,37.16147850854172,2008,,,,,Trend,Trend,Trend,,,,,27.78843112315435,28.6989354694211,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.9105043462667516,1.0,1.0,2.0,21.62378200519825,22.630318041685328,2008,2009.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-1.006536036487077,1.0,1.0,9.0,6.305684483567427,8.650689841549799,2007,2013.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-2.3450053579823718,1.0,1.0,10.0,7.996325277885305,8.452752233142737,2008,2009.0,2009.0,2009.0,2013.0,2009,2009,2013,-0.4564269552574327,1.0,1.0,5.0,,3.4728518352612583,2008,,,,,Trend,Trend,Trend,,,,,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,6.068617427735767,2008,,,,,Trend,Trend,Trend,,,,,86.0,NO,NO,ECA,Eastern Europe & Central Asia,NO,Slovenia,High,2007,24.631161,10.113482000000001,28.66911216681364,23.62776434443718,8.650689841549799,8.457360680454014,3.401282963047252,,5.041347822376467
176,SWE,460781805680.1519,488700407872.3749,2007,2009.0,2008.0,2008.0,2011.0,2008,2008,2011,-27918602192.222958,1.0,1.0,4.0,-5.1846585,-0.55704844,2008,2009.0,2010.0,2010.0,2010.0,2010,2010,2010,-4.62761006,2.0,2.0,2.0,7.1732225000000005,9.8950071,2008,2014.0,2009.0,2009.0,2017.0,2009,2009,2017,-2.7217845999999986,1.0,1.0,9.0,31.02636538997622,31.077274233644648,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.050908843668427295,1.0,1.0,2.0,39.662573301225855,41.13194352386536,2009,2014.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-1.469370222639505,1.0,1.0,8.0,32.25599891594918,33.14770595398942,2007,2010.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.891707038040245,1.0,1.0,2.0,,15.899548660250964,2008,,,,,Trend,Trend,Trend,,,,,,9.21496983795641,2008,,,,,Trend,Trend,Trend,,,,,2.1777653859309094,2.571131936576411,2007,2016.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.3933665506455015,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,6.561153369057121,7.9581535109444275,2008,2016.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-1.3970001418873077,1.0,1.0,9.0,92.0,NO,NO,WER,Western Europe,NO,Sweden,High,2008,26.90943,10.872583,40.92137288895179,32.96321937800736,15.899548660250963,9.21496983795641,2.5449393221058587,,7.958153510944428
177,SWZ,,4210638536.038236,2008,,,,,Trend,Trend,Trend,,,,,0.39112428,4.4353766,2007,2015.0,2010.0,2010.0,2012.0,2010,2010,2012,-4.04425232,3.0,3.0,5.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,17.11509370095701,31.3288759048984,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-14.213782203941387,1.0,1.0,9.0,16.00061851863249,29.812457281446363,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-13.811838762813876,1.0,1.0,9.0,,6.540804027486862,2008,,,,,Trend,Trend,Trend,,,,,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,8.089783672338985,22.081486789402128,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-13.99170311706314,1.0,1.0,9.0,0.3508209566549133,1.7184388168391769,2007,2016.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-1.3676178601842637,1.0,1.0,10.0,91.0,NO,NO,SSA,Sub-Saharan Africa,NO,Swaziland,Lower-Middle Income,2007,22.152697,8.2075329,28.998789019351147,27.28035020251197,6.100458208894162,,,20.40116188683877,1.7184388168391767
178,SYC,915423405.095384,945962968.2345127,2007,2009.0,2008.0,2008.0,2010.0,2008,2008,2010,-30539563.139128685,1.0,1.0,3.0,-2.1468902,10.421438,2007,2008.0,2010.0,2011.0,2017.0,2010,2011,Did not Recover,-12.5683282,3.0,4.0,10.0,2.9754097,4.768403500000002,2008,2009.0,2009.0,2010.0,2011.0,2009,2010,2011,-1.7929938000000003,1.0,2.0,3.0,24.93280803257899,31.736201675714693,2007,2008.0,2008.0,2008.0,2016.0,2008,2008,2016,-6.803393643135706,1.0,1.0,9.0,29.565182065377627,29.701211632229143,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.1360295668515228,1.0,1.0,2.0,22.36789045588717,23.25125932717297,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.8833688712857999,1.0,1.0,2.0,,5.5152229364819085,2008,,,,,Trend,Trend,Trend,,,,,9.689362175588863,11.54493442102224,2007,2011.0,2008.0,2008.0,2009.0,2008,2008,2009,-1.8555722454333767,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,1.80413498723822,4.318280387012136,2008,2015.0,2009.0,2009.0,2010.0,2009,2009,2010,-2.514145399773916,1.0,1.0,2.0,4.019315227057656,7.333321176341971,2008,2014.0,2009.0,2012.0,2017.0,2009,2012,Did not Recover,-3.314005949284315,1.0,4.0,9.0,84.0,NO,NO,SSA,Sub-Saharan Africa,NO,Seychelles,High,2007,20.667713,9.316919300000002,28.99347626696505,23.25125932717297,5.204636716719606,11.54493442102224,,4.670800014438348,5.742216939792089
179,SYR,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,20.06486769115136,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,10.538957378495633,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,1.352091043520175,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,9.513655711052833,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,93.0,YES,YES,MENA,Middle East & North Africa,NO,Syrian Arab Republic,Lower-Middle Income,2008,,,20.06486769115136,10.538957378495631,,,,1.352091043520175,9.513655711052833
180,TCD,,9006057733.528149,2008,,,,,Trend,Trend,Trend,,,,,-6.2555304000000005,3.2714967999999995,2007,2016.0,2008.0,2008.0,2009.0,2008,2008,2009,-9.5270272,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,9.625539765511157,21.1955757755268,2008,2016.0,2009.0,2010.0,2011.0,2009,2010,2011,-11.570036010015645,1.0,2.0,3.0,6.286614315284983,14.78559089205677,2007,2015.0,2008.0,2008.0,2011.0,2008,2008,2011,-8.498976576771787,1.0,1.0,4.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,0.3398169900154046,7.157617618142606,2008,2015.0,2010.0,2012.0,2017.0,2010,2012,Did not Recover,-6.817800628127201,2.0,4.0,9.0,20.0,YES,YES,SSA,Sub-Saharan Africa,YES,Chad,Low Income,2007,22.891092,6.698288000000001,18.3984032427757,14.78559089205677,,,,,3.610407016264391
181,TGO,,3059632945.11376,2008,,,,,Trend,Trend,Trend,,,,,,4.062252,2008,,,,,Trend,Trend,Trend,,,,,0.60365415,1.6471745999999998,2008,2012.0,2009.0,2010.0,2010.0,2009,2010,2010,-1.04352045,1.0,2.0,2.0,13.231588611396019,16.44351270600966,2007,2008.0,2008.0,2008.0,2012.0,2008,2008,2012,-3.2119240946136407,1.0,1.0,5.0,14.87876322607194,15.95151483443449,2007,2008.0,2008.0,2008.0,2010.0,2008,2008,2010,-1.0727516083625517,1.0,1.0,3.0,14.24748359642732,15.368936776808267,2007,2008.0,2008.0,2008.0,2011.0,2008,2008,2011,-1.1214531803809482,1.0,1.0,4.0,2.09933743907161,3.3411662994146365,2007,2012.0,2008.0,2008.0,2009.0,2008,2008,2009,-1.2418288603430263,1.0,1.0,2.0,5.8225792724824466,6.07292571682992,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.2503464443474739,1.0,1.0,2.0,0.8833409136989079,1.262201701087554,2007,2011.0,2008.0,2008.0,2014.0,2008,2008,2014,-0.3788607873886461,1.0,1.0,7.0,,3.588871799023179,2008,,,,,Trend,Trend,Trend,,,,,,0.6312796296446208,2008,,,,,Trend,Trend,Trend,,,,,95.0,NO,NO,SSA,Sub-Saharan Africa,YES,Togo,Low Income,2008,21.84156,6.2076820999999995,14.87876322607194,14.24748359642732,2.876160409819477,6.0729257168299196,1.075293408011549,3.588871799023179,0.6312796296446208
182,THA,317266875218.097,319473585807.4567,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-2206710589.359741,1.0,1.0,2.0,-0.69073218,5.435093900000001,2007,2009.0,2010.0,2010.0,2010.0,2010,2010,2010,-6.125826080000001,3.0,3.0,3.0,-0.217171,2.1664929,2008,2009.0,2010.0,2010.0,2013.0,2010,2010,2013,-2.3836638999999997,2.0,2.0,5.0,17.41140570667453,18.41182686286788,2009,2010.0,2010.0,2010.0,2011.0,2010,2010,2011,-1.000421156193351,1.0,1.0,2.0,18.19465586102249,19.225436007999228,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-1.0307801469767384,1.0,1.0,2.0,15.34213652499892,16.34605043076433,2008,2009.0,2009.0,2009.0,2011.0,2009,2009,2011,-1.0039139057654085,1.0,1.0,3.0,6.142799121703218,7.342175674044076,2008,2016.0,2009.0,2009.0,2011.0,2009,2009,2011,-1.1993765523408575,1.0,1.0,3.0,3.2322361413430603,3.7900749691045537,2008,2009.0,2009.0,2009.0,2011.0,2009,2009,2011,-0.5578388277614934,1.0,1.0,3.0,3.3625454469033063,3.872698664776324,2007,2008.0,2008.0,2008.0,2010.0,2008,2008,2010,-0.5101532178730173,1.0,1.0,3.0,0.6699139156096855,0.9941349130703708,2008,2016.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-0.3242209974606853,1.0,1.0,9.0,2.6953799070252984,2.878355385615147,2008,2011.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.18297547858984853,1.0,1.0,2.0,94.0,NO,NO,EAP,East Asia & Pacific,NO,Thailand,Upper-Middle Income,2007,26.472832,8.464706399999999,18.80909030673158,16.232630848648018,6.774594887546222,3.5218597167328083,3.8726986647763235,1.009270951280075,2.576459458083558
183,TJK,,5098323083.790729,2008,,,,,Trend,Trend,Trend,,,,,3.8928239,7.9105315,2008,2009.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-4.0177076000000005,2.0,2.0,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,17.74232652863308,18.53597592140383,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.7936493927707495,1.0,1.0,2.0,15.53605198079814,16.71304446589812,2008,2009.0,2009.0,2009.0,2011.0,2009,2009,2011,-1.1769924850999782,1.0,1.0,3.0,2.579644086699316,2.572548128797774,2008,2009.0,2009.0,2009.0,2009.0,2009,2009,2009,0.007095957901541715,1.0,1.0,1.0,7.379073062133172,8.921574195013914,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-1.5425011328807416,1.0,1.0,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,1.6355272871826907,2008,,,,,Trend,Trend,Trend,,,,,1.817252541314101,2.715179968701096,2007,2008.0,2008.0,2009.0,2010.0,2008,2009,2010,-0.8979274273869948,1.0,2.0,3.0,93.0,NO,NO,ECA,Eastern Europe & Central Asia,YES,Tajikistan,Lower-Middle Income,2008,22.352176999999998,6.547461,18.53597592140383,16.71304446589812,2.572548128797774,8.921574195013914,,1.6355272871826907,1.817252541314101
184,TKM,,19491562207.84889,2008,,,,,Trend,Trend,Trend,,,,,6.1000042,14.7,2008,2009.0,2010.0,2011.0,2017.0,2010,2011,Did not Recover,-8.599995799999999,2.0,3.0,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,19.1146149181322,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,18.61936527188195,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,7.226601980998584,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,4.942389326864767,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,1.8111987062866397,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,0.4932282191227006,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,98.0,YES,YES,ECA,Eastern Europe & Central Asia,NO,Turkmenistan,Lower-Middle Income,2008,23.693247,8.28123,19.1146149181322,18.61936527188195,7.226601980998584,4.942389326864767,1.8111987062866393,,0.4932282191227006
185,TMP,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,95.0,YES,YES,EAP,East Asia & Pacific,NO,Timor-Leste,Lower-Middle Income,2008,,,,,,,,,
186,TON,,348707781.8022201,2008,,,,,Trend,Trend,Trend,,,,,-3.1206007,3.0995197,2008,2013.0,2009.0,2010.0,2010.0,2009,2010,2010,-6.220120400000001,1.0,2.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,18.25316455696202,24.47289156626506,2008,2012.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-6.219727009303039,1.0,1.0,9.0,15.61827956989247,20.78313253012048,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-5.164852960228009,1.0,1.0,9.0,3.20253164556962,4.170616113744076,2007,2012.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.9680844681744564,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,7.740963855421687,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,2.043147208121828,3.73546511627907,2009,2011.0,2010.0,2010.0,2016.0,2010,2010,2016,-1.692317908157242,1.0,1.0,7.0,96.0,NO,NO,EAP,East Asia & Pacific,YES,Tonga,Lower-Middle Income,2008,19.669744,8.127211599999999,24.47289156626506,20.78313253012048,4.036144578313254,,,7.740963855421687,3.6897590361445785
