Country_Code,year,Country,Tax_Revenue,Total_Non_Tax_Revenue,Total_Revenue,Direct_taxes,Income_Taxes,PIT,CIT,Indirect_Taxes,Tax_on_Goods_and_Services,Value_Added_Tax,Excise_Taxes,Trade_Taxes,Social_Contributions,Property_Tax,Other_Taxes,Resource_Taxes,Non_Res_Tax_Rev_incl_SC,Non_Res_Tax_Rev_excl_SC,Direct_excl_SC_incl_Res,Direct_excl_SC_excl_Res,Export_Taxes,Import_Taxes,Total_Revenue_excl_SC,Tax_Revenue_incl_SC,Tax_Revenue_real_USD,gr_Tax_Revenue,Tax_Revenue_current_LCU,outlier,Resource_Rich,Oil_Gas_Rich,Region_Code,Region_Desc,Country_Name,Income_Group,Income_Desc,Country_Code2,Small_States,IDA_IBRD,IDA_IBRD_Desc,DSSI
KOR,2005,"Korea, Republic of",0.170706202,0.081590719,0.25,0.116899851,0.063302388,0.028795176,0.034507212,0.099659301,0.08596462,0.05630987,0.025993991,0.006820185,0.04585295,0.007207672,0.006874496,,0.216559152,0.170706202,0.071046901,0.071046901,,0.006820185,,,1.58133E+11,0.064211736,1.63442E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2006,"Korea, Republic of",0.178338039,0.085366122,0.26,0.12465773,0.066781921,0.034400307,0.032381614,0.101666515,0.08708022,0.058386946,0.024843837,0.007054484,0.047986205,0.009330734,0.007531811,,0.226324245,0.178338039,0.076671524,0.076671524,,0.007054484,,,1.739E+11,0.099704254,1.79337E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2007,"Korea, Republic of",0.188116583,0.082660051,0.27,0.136266436,0.075472208,0.039715163,0.035757045,0.101028819,0.086487577,0.056910445,0.025585977,0.007057251,0.049178671,0.011047489,0.00748399,,0.237295254,0.188116583,0.087087765,0.087087765,,0.007057251,,,1.94074E+11,0.116006973,2.04983E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2008,"Korea, Republic of",0.184355345,0.083587777,0.27,0.136069781,0.073054746,0.035443954,0.037609059,0.099762038,0.083918391,0.055147361,0.024556916,0.007856411,0.051476473,0.010947685,0.007987236,,0.235831819,0.184355345,0.084593308,0.084593308,,0.007856411,,,1.95924E+11,0.009533241,2.12786E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2009,"Korea, Republic of",0.173981686,0.083011236,0.26,0.127604103,0.064626297,0.032038953,0.032587344,0.099423795,0.08136258,0.0560047,0.021023852,0.007869944,0.053046212,0.009366611,0.010191271,,0.227027898,0.173981686,0.074557891,0.074557891,,0.007869944,,,1.86365E+11,-0.048788974,2.09708E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2010,"Korea, Republic of",0.171537716,0.081051076,0.25,0.124794637,0.062682739,0.031829418,0.03085332,0.098980584,0.083087802,0.055171093,0.023695519,0.00835165,0.052237506,0.009334553,0.007541133,,0.223775222,0.171537716,0.072557132,0.072557132,,0.00835165,,,1.96251E+11,0.053045072,2.26878E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2011,"Korea, Republic of",0.17616365,0.081906187,0.26,0.135350556,0.06972576,0.034053991,0.035671769,0.09641947,0.081100609,0.056381785,0.018288028,0.008171691,0.055606375,0.009440283,0.007147169,,0.231770025,0.17616365,0.079744181,0.079744181,,0.008171691,,,2.08971E+11,0.064818056,2.4468E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2012,"Korea, Republic of",0.17842756,0.081183929,0.26,0.139938936,0.070788848,0.035542329,0.035246519,0.097081214,0.081978935,0.055953215,0.019727607,0.007096661,0.05859259,0.009954769,0.008005617,,0.23702015,0.17842756,0.081346347,0.081346347,,0.007096661,,,2.16742E+11,0.037185238,2.56956E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2013,"Korea, Republic of",0.170397511,0.08270885,0.25,0.139569032,0.067824254,0.035521247,0.032303007,0.091859114,0.077592914,0.053206246,0.018430591,0.007337322,0.061030635,0.0100605,0.006928879,,0.231428146,0.170397511,0.078538397,0.078538397,,0.007337322,,,2.13538E+11,-0.014781709,2.55736E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2014,"Korea, Republic of",0.170989487,0.082524035,0.25,0.141950374,0.068047346,0.038042096,0.03000525,0.091859726,0.079559084,0.055665446,0.01805971,0.005842885,0.062820613,0.010415717,0.006457757,,0.2338101,0.170989487,0.079129761,0.079129761,,0.005842885,,,2.21142E+11,0.035609883,2.67244E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2015,"Korea, Republic of",0.174223688,0.078419477,0.25,0.14625656,0.071863517,0.040771573,0.031091943,0.091110594,0.07992314,0.055039815,0.019213905,0.005372077,0.063143466,0.010572865,0.005815377,,0.237367154,0.174223688,0.083113093,0.083113093,,0.005372077,,,2.31655E+11,0.047536979,2.88866E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2016,"Korea, Republic of",0.182731144,0.077604066,0.26,0.153321847,0.077266113,0.043492671,0.033773442,0.09412641,0.082801001,0.057218158,0.019969254,0.004844966,0.064717113,0.010595849,0.006480443,,0.247448256,0.182731144,0.088604734,0.088604734,,0.004844966,,,2.50126E+11,0.07973845,3.18095E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2017,"Korea, Republic of",0.188371933,0.07595993,0.26,0.158836576,0.081396827,0.045280321,0.036116505,0.094729084,0.083580737,0.058649622,0.019490678,0.004868992,0.065193727,0.011496444,0.006279355,,0.25356566,0.188371933,0.093642849,0.093642849,,0.004868992,,,2.65995E+11,0.063441054,3.45794E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2018,"Korea, Republic of",0.199571202,0.075300991,0.27,0.172208113,0.091352539,0.04926011,0.042092429,0.095311346,0.084364949,0.05985425,0.019127545,0.004865594,0.067948257,0.012119358,0.006080804,,0.267519459,0.199571202,0.104259856,0.104259856,,0.004865594,,,2.90002E+11,0.090255536,3.78825E+14,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KOR,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NO,NO,EAP,East Asia & Pacific,"Korea, Rep.",High_Income,High Income,KR,NO,NONE,Not IDA-IBRD,NULL
KSV,2003,Kosovo,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2004,Kosovo,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2005,Kosovo,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2006,Kosovo,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2007,Kosovo,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2008,Kosovo,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2009,Kosovo,0.2004914,0.081081081,0.28,0.032186732,0.032186732,0.014742015,0.016216216,0.174692875,0.14987715,0.099017199,0.050859951,0.024815725,NULL,NULL,NULL,,0.2004914,0.2004914,0.032186732,0.032186732,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2010,Kosovo,0.206042708,0.047251249,0.25,0.031803726,NULL,NULL,NULL,0.180826897,,0.103362108,NULL,NULL,NULL,NULL,NULL,,0.206042708,0.206042708,0.031803726,0.031803726,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2011,Kosovo,0.222637591,0.042575286,0.27,0.031360332,NULL,NULL,NULL,0.19709242,,0.112357217,NULL,NULL,NULL,NULL,NULL,,0.222637591,0.222637591,0.031360332,0.031360332,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2012,Kosovo,0.219806286,0.033998814,0.25,0.033603479,NULL,NULL,NULL,0.192725835,,0.10851947,NULL,NULL,NULL,NULL,NULL,,0.219806286,0.219806286,0.033603479,0.033603479,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2013,Kosovo,0.210437394,0.036042801,0.25,0.032663788,NULL,NULL,NULL,0.184907077,,0.105124836,NULL,NULL,NULL,NULL,NULL,,0.210437394,0.210437394,0.032663788,0.032663788,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2014,Kosovo,0.208730016,0.030716724,0.24,0.033770433,NULL,NULL,NULL,0.180887372,,0.100592779,NULL,NULL,NULL,NULL,NULL,,0.208730016,0.208730016,0.033770433,0.033770433,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2015,Kosovo,0.218529361,0.032202514,0.25,0.033752368,0.030136043,0.017392802,0.011365593,0.190631996,0.167384191,NULL,0.062166351,0.023247804,NULL,0.003444119,NULL,,0.218529361,0.218529361,0.033752368,0.033752368,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2016,Kosovo,0.234596376,0.028171334,0.26,0.038550247,0.033772652,0.020428336,0.013344316,0.20247117,0.180724876,NULL,0.066392092,0.021416804,NULL,0.004118616,0.000329489,,0.234596376,0.234596376,0.038550247,0.038550247,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2017,Kosovo,0.233239788,0.028999065,0.26,0.03710633,0.033052697,0.021359526,0.011693171,0.205020268,0.185219832,NULL,0.067352666,0.019644528,NULL,0.003429997,0.000155909,,0.233239788,0.233239788,0.03710633,0.03710633,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2018,Kosovo,0.231497928,0.0285672,0.26,0.039668443,0.035523979,0.022646536,0.012877442,0.198934281,0.180284192,NULL,0.062018946,0.018354056,NULL,0.003552398,0.000296033,,0.231497928,0.231497928,0.039668443,0.039668443,,,,,,NULL,,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KSV,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NO,NO,ECA,Eastern Europe & Central Asia,Kosovo,Lower_Middle_Income,Low-Middle Income,XK,NO,,,NULL
KWT,2003,Kuwait,0.009468369,0.499509048,0.51,0.002384626,0.001823538,NULL,NULL,0.007083742,,NULL,NULL,0.007083742,NULL,0.000561089,NULL,,0.009468369,0.009468369,0.002384626,0.002384626,,,,,845932333.4,0.170368908,135087109,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2004,Kuwait,0.010675344,0.444368328,0.46,0.002283496,0.001712622,NULL,NULL,0.008391848,,NULL,NULL,0.008391848,NULL,0.000570874,NULL,,0.010675344,0.010675344,0.002283496,0.002283496,,,,,1051435708,0.242931221,186996797.4,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2005,Kuwait,0.009747828,0.436914601,0.45,0.002712439,0.002246239,NULL,NULL,0.007035389,,NULL,NULL,0.007035389,NULL,0.0004662,NULL,,0.009747828,0.009747828,0.002712439,0.002712439,,,,,1061938442,0.009988945,229982453.9,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2006,Kuwait,0.008245674,0.635018663,0.64,0.002307431,0.001968103,NULL,NULL,0.005938242,,NULL,NULL,0.005938242,NULL,0.000339328,NULL,,0.008245674,0.008245674,0.002307431,0.002307431,,,,,965796813.7,-0.090534088,242995877.2,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2007,Kuwait,0.008778122,0.609066634,0.62,0.002946503,0.002516804,NULL,NULL,0.00583162,,NULL,NULL,0.00583162,NULL,0.000429698,NULL,,0.008778122,0.008778122,0.002946503,0.002946503,,,,,1089764363,0.128357795,285996488.8,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2008,Kuwait,0.008934881,0.58639576,0.6,0.003255931,0.002751136,NULL,NULL,0.00567895,,NULL,NULL,0.00567895,NULL,0.000504796,NULL,,0.008934881,0.008934881,0.003255931,0.003255931,,,,,1136731398,0.04309834,353998213,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2009,Kuwait,0.011378541,0.776134575,0.79,0.004328437,0.004000525,NULL,NULL,0.007050105,,NULL,NULL,0.007050105,NULL,0.000327912,NULL,,0.011378541,0.011378541,0.004328437,0.004328437,,,,,1345188956,0.183383303,347002275.7,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2010,Kuwait,0.009069198,0.598567067,0.61,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.009069198,0.009069198,,,,,,,1046761388,-0.221848066,300001813.8,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2011,Kuwait,0.007056831,0.569251035,0.58,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.007056831,0.007056831,,,,,,,892918113.1,-0.14697072,300076213.8,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2012,Kuwait,0.006157383,0.675259636,0.68,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.006157383,0.006157383,,,,,,,830731043,-0.069644763,300001847.2,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2013,Kuwait,0.006073858,0.720764496,0.73,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.006073858,0.006073858,,,,,,,828880301,-0.002227847,300000607.4,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2014,Kuwait,0.008642109,0.766987145,0.78,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.008642109,0.008642109,,,,,,,1185268522,0.429963434,399999135.8,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2015,Kuwait,0.011603284,0.832535608,0.84,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.011603284,0.011603284,,,,,,,1600832100,0.350607117,400003481,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2016,Kuwait,0.015125847,0.526379477,0.54,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.015125847,0.015125847,,,,,,,2147875558,0.341724443,499995462.2,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2017,Kuwait,0.016760211,0.483252743,0.5,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.016760211,0.016760211,,,,,,,2267809731,0.055838511,613599695.8,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2018,Kuwait,0.014202216,0.511279779,0.53,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,0.014202216,0.014202216,,,,,,,1945639184,-0.142062424,603237708.2,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
KWT,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,YES,YES,MENA,Middle East & North Africa,Kuwait,High_Income,High Income,KW,NO,NONE,Not IDA-IBRD,NULL
LAO,2003,Lao People’s Democratic Republic,0.072132287,0.02684877,0.1,0.015305913,0.015263632,0.005919414,0.009344218,0.056826374,0.03209168,0.019703192,0.012388488,0.013360963,NULL,NULL,0.011373731,,0.072132287,0.072132287,0.015305913,0.015305913,,0.013360963,,,306985041.6,-0.004125616,1.53478E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2004,Lao People’s Democratic Republic,0.072952796,0.027548857,0.1,0.014291192,0.014291192,0.00637936,0.007911832,0.058661603,0.038383078,0.021169497,0.017213581,0.012509248,NULL,NULL,0.007769277,,0.072952796,0.072952796,0.014291192,0.014291192,,0.012509248,,,330216195.4,0.075675198,1.82741E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2005,Lao People’s Democratic Republic,0.075792652,0.028476118,0.1,0.016069766,0.016069766,0.006618773,0.009450993,0.059722886,0.036818851,0.0207183,0.016100551,0.013206762,NULL,NULL,0.009697273,,0.075792652,0.075792652,0.016069766,0.016069766,,0.013206762,,,367454604.3,0.112769784,2.20919E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2006,Lao People’s Democratic Republic,0.081880527,0.025564053,0.11,0.017454077,0.017454077,0.005893585,0.011560493,0.06442645,0.042489218,0.022340211,0.020149007,0.012970923,NULL,NULL,0.007530691,0.001863783,0.080016744,0.080016744,0.017454077,0.015590294,,0.012970923,,,431185436.4,0.173438654,2.87246E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2007,Lao People’s Democratic Republic,0.092556791,0.027055062,0.12,0.025653018,0.025631111,0.005520547,0.020132471,0.066903773,0.044799678,0.022914652,0.021885026,0.012552672,NULL,NULL,0.008521797,0.010449607,0.082107184,0.082107184,0.025653018,0.015203411,,0.012552672,,,524434453.1,0.216261981,3.75353E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2008,Lao People’s Democratic Republic,0.100211723,0.023657358,0.12,0.031857549,0.031857549,0.006410008,0.025447541,0.068373423,0.046583244,0.023657358,0.022925886,0.012974011,NULL,NULL,0.007718959,0.015495666,0.084716057,0.084716057,0.031857549,0.016361883,,0.012974011,,,612238349.9,0.167425874,4.77036E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2009,Lao People’s Democratic Republic,0.107885556,0.020441858,0.13,0.031538867,0.031538867,0.007756955,0.023781912,0.076328438,0.05170695,0.025570574,0.026136376,0.013250704,NULL,NULL,0.011370784,0.021162434,0.092143865,0.092143865,0.031538867,0.019419765,,0.013250704,,,708567031.4,0.157338529,5.35904E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2010,Lao People’s Democratic Republic,0.121022453,0.016694421,0.14,0.025598112,0.025598112,0.007452002,0.01814611,0.095424342,0.057357836,0.030146737,0.027211099,0.013420056,NULL,NULL,0.015613719,0.016887979,0.104134474,0.104134474,0.025598112,0.017742863,,0.013420056,,,862622951.6,0.217418978,7.1242E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2011,Lao People’s Democratic Republic,0.126581118,0.014910697,0.14,0.029682431,0.029682431,0.007545674,0.022122861,0.096912582,0.060462668,0.033392735,0.027069933,0.0134099,NULL,NULL,0.013006908,0.02365145,0.102929667,0.102929667,0.029682431,0.017342544,,0.0134099,,,974772214.6,0.130009598,8.8932E+12,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2012,Lao People’s Democratic Republic,0.133746094,0.018539426,0.15,0.036025059,0.036025059,0.009116545,0.026908513,0.097708782,0.063362442,0.034640422,0.02872202,0.012829332,NULL,NULL,0.010684983,0.027104568,0.106641526,0.106641526,0.036025059,0.020254905,,0.012829332,,,1112612703,0.141407896,1.0915E+13,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2013,Lao People’s Democratic Republic,0.134993093,0.021359667,0.16,0.032466693,0.032466693,0.009398253,0.02306844,0.1025264,0.065787773,0.036738627,0.029049147,0.0128158,NULL,NULL,0.014524573,0.02050528,0.114487813,0.114487813,0.032466693,0.02306844,,0.0128158,,,1213120543,0.090334974,1.26715E+13,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2014,Lao People’s Democratic Republic,0.145134769,0.02854005,0.17,0.02930786,0.02930786,0.010009617,0.019298242,0.115817546,0.072024299,0.040553463,0.031470836,0.013071493,NULL,NULL,0.020815135,0.017238265,0.127896504,0.127896504,0.02930786,0.023446288,,0.013071493,,,1403538823,0.156965672,1.55E+13,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2015,Lao People’s Democratic Republic,0.137678315,0.026626507,0.16,0.028289597,0.028289597,0.012537144,0.015752453,0.109397247,0.068954295,0.03853253,0.030421765,0.015564822,NULL,NULL,0.017253499,0.012733304,0.124945011,0.124945011,0.028289597,0.024059377,,0.015564822,,,1428226394,0.017589518,1.61431E+13,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2016,Lao People’s Democratic Republic,0.124289212,0.020683928,0.14,0.026106304,0.026106304,0.012561967,0.013544337,0.098182908,0.064542519,0.033276835,0.031265683,0.014000714,NULL,NULL,0.013118901,0.011223777,0.113065435,0.113065435,0.026106304,0.022176822,,0.014000714,,,1379880266,-0.033850466,1.6068E+13,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2017,Lao People’s Democratic Republic,0.122388081,0.026046366,0.15,0.023481517,0.023481517,0.008859743,0.014628878,0.098899459,0.069030686,0.038799565,0.030231121,0.009776268,NULL,NULL,0.011183028,0.012859772,0.109528309,0.109528309,0.023481517,0.019637795,,0.009776268,,,1452427465,0.052574996,1.7226E+13,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
LAO,2018,Lao People’s Democratic Republic,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,EAP,East Asia & Pacific,Lao PDR,Lower_Middle_Income,Low-Middle Income,LA,NO,IDA,IDA,NULL
